Age,GenderID,AnnualIncome,OccupationID,ProductTypeID,LocationID,FamilyAssets,Purchased
12,0,51505,3,0,0,474296,0
70,0,26374,4,7,6,274972,0
53,1,154740,8,6,3,2235257,1
21,0,169204,3,7,5,2878101,1
57,0,178065,2,4,3,3437518,1
68,0,169379,1,0,6,906755,0
41,0,198680,9,0,3,2553203,1
28,1,53258,3,1,1,336381,1
3,1,216972,9,0,7,2291604,0
54,1,247243,9,0,3,4986475,1
42,0,47052,0,6,7,608295,1
6,1,123221,3,8,3,1086893,0
28,0,241897,0,2,4,2496640,1
26,1,39511,3,9,5,340888,0
62,0,182982,9,9,5,1484584,0
28,0,82104,3,4,2,1049113,1
16,1,129181,8,3,6,1902769,0
34,1,28300,4,4,0,155025,0
15,1,42634,8,9,2,759669,0
73,1,106426,6,8,7,559445,0
67,1,88863,0,5,6,612786,0
11,1,15269,8,5,6,196016,0
69,0,198305,6,2,4,1613479,1
78,1,86396,6,2,7,1554821,1
79,0,18997,3,3,4,170222,0
28,1,122224,2,7,0,2390023,1
0,0,196637,8,6,6,2972930,1
29,1,196493,8,8,2,1718279,1
50,1,157147,6,3,4,2153026,1
80,1,210173,3,5,1,2421803,1
12,0,30056,7,5,1,440320,0
42,0,127925,8,3,0,956081,1
56,1,244847,4,6,0,2982717,1
49,1,101229,1,3,3,834606,1
23,1,67196,7,3,5,1173175,1
16,0,176925,4,0,3,2920164,0
46,0,42363,3,1,7,231320,1
18,1,89795,3,9,3,1050749,1
52,0,123089,6,3,5,2218401,1
55,0,67986,4,6,7,762554,1
6,1,225341,8,5,4,2949023,0
15,1,213975,4,5,7,3540037,0
77,0,225705,7,1,7,1869873,1
62,0,212163,5,3,5,2831684,1
48,1,31209,5,6,0,351148,0
25,0,213675,9,3,2,2373471,1
47,1,49041,0,4,6,391436,1
65,1,42355,4,2,3,497635,0
76,1,54387,5,3,6,419726,0
50,1,211798,9,3,7,2756151,1
47,0,67786,8,5,4,1070068,1
52,0,125720,7,7,7,1797660,1
20,0,234522,2,5,2,3657043,1
13,1,226715,2,8,7,1793019,0
16,0,101074,2,8,0,1088658,0
12,1,171897,8,0,1,2704000,0
11,0,18521,0,0,6,285398,0
11,0,236305,2,3,1,3067532,0
7,1,33004,2,0,3,414148,0
20,1,85057,8,7,5,501953,1
25,1,228405,0,9,7,1163915,1
5,0,203586,7,0,0,3236586,1
69,0,180040,8,8,6,1403968,1
56,1,49263,0,0,4,855117,1
41,1,187897,8,4,0,2624069,1
32,0,33777,8,6,2,462022,1
71,0,191789,1,1,2,2025034,1
57,1,95155,3,3,4,1220465,0
18,1,117798,5,4,6,1010098,1
4,1,97453,1,5,6,527461,0
57,1,13326,7,9,3,155037,0
6,1,193383,3,4,1,1947045,1
74,1,143964,0,1,6,1350016,1
6,1,135851,6,6,7,2011881,0
64,1,98074,0,0,2,1432904,1
39,0,194982,1,7,6,3779454,1
43,1,236905,5,9,1,4129549,1
55,0,133076,8,0,3,2603948,1
57,1,213850,3,9,7,4033133,1
71,0,100879,4,0,1,1970672,1
9,1,117509,4,8,0,2387675,0
75,1,101555,2,5,0,1514948,1
62,0,218886,3,9,2,1979132,1
49,0,37675,6,1,4,310148,0
38,1,67104,2,9,3,744106,0
38,1,137536,9,6,5,1418744,1
48,1,79351,6,2,1,1178387,1
50,0,238961,8,5,0,4157515,1
76,0,99626,1,6,3,1063032,0
48,1,158790,1,5,6,897653,1
52,1,202718,5,0,4,3472511,1
36,0,75938,7,7,3,712127,0
51,0,43132,5,8,6,403047,1
41,0,120540,6,2,6,616058,1
50,0,73879,1,9,4,513086,0
48,0,11168,3,1,1,180690,0
37,0,40270,4,2,6,328214,1
61,0,13626,2,6,5,58243,0
0,0,14025,5,1,1,221301,0
20,1,220862,0,4,7,2006588,0
2,1,227364,5,4,1,2559132,0
54,1,228547,2,1,2,1534124,1
69,0,198788,6,7,6,2698398,1
46,1,239950,1,0,1,3637604,1
70,0,212278,5,8,1,2352755,1
72,1,116802,9,9,5,739199,0
16,1,234970,6,0,4,1697501,0
14,1,191143,6,6,1,1990727,0
19,0,29156,8,3,2,158058,0
61,0,209547,6,2,2,2708372,1
43,1,168517,4,4,4,3127437,1
58,0,176280,7,2,1,3212056,1
24,1,66523,2,6,4,465722,1
37,0,178003,6,4,7,3104762,1
4,1,102969,1,5,4,989425,0
16,1,86102,3,7,3,1348402,0
33,1,124161,7,1,2,1689855,1
77,1,17857,4,0,6,220805,0
50,0,92428,5,9,6,798497,0
3,1,246774,5,7,5,3927328,0
8,0,186844,6,9,2,1976578,1
2,1,99080,4,5,3,901771,0
39,0,210003,7,5,2,3374002,1
1,0,42332,6,5,4,532496,0
54,0,149490,7,9,3,2585458,1
73,0,130871,5,6,4,1507374,1
55,1,46713,6,5,1,712225,1
65,1,13880,9,3,2,72855,0
11,0,191798,8,0,7,3648297,0
69,1,160145,3,7,4,2913739,1
71,0,34624,1,6,7,594758,0
37,1,123012,2,4,3,2118503,1
47,1,132961,4,2,6,1113803,1
1,1,28316,6,1,7,354808,0
44,1,83495,9,7,6,1272700,1
6,1,174404,8,8,6,1279795,0
25,1,75886,8,0,5,1018814,1
63,0,45187,8,9,1,646221,0
65,0,189363,1,3,5,3347723,1
30,1,242320,2,9,0,4498802,1
63,1,215380,9,6,5,3923907,1
75,1,223493,6,1,0,4272138,1
4,1,81356,1,4,3,1268147,0
4,1,30750,8,8,3,461228,0
12,1,149471,7,5,6,1788477,0
57,1,165642,7,9,2,1160162,1
70,1,182517,5,0,7,1180879,1
8,0,58733,1,4,6,896580,0
36,1,191062,1,1,2,2644686,1
72,0,151822,5,4,5,3021423,1
71,0,232428,7,3,7,3487277,1
45,1,217384,5,7,1,3527981,1
24,1,88972,7,7,5,1623035,1
1,1,186789,1,4,0,3005315,0
80,0,114320,1,0,5,661007,1
63,1,200252,1,2,3,3726181,1
27,1,190175,8,2,2,1503536,1
14,0,46833,5,8,6,610966,0
12,1,27482,7,3,6,209944,0
58,0,38930,2,2,6,335050,1
1,0,163470,6,0,3,1228671,1
27,0,62224,7,9,6,790646,0
64,0,122255,6,0,3,1472182,1
35,1,118835,3,4,1,952745,1
43,0,142654,9,1,2,1280021,1
30,0,244568,5,5,3,2728588,1
13,0,198256,7,1,4,3867754,1
40,0,187274,7,8,5,3569387,1
11,0,38036,9,6,6,631614,0
32,1,112499,9,1,5,2017798,1
41,0,90206,5,7,2,908593,0
79,0,36498,4,9,1,359506,0
57,0,199971,2,5,1,3501152,1
36,1,39483,3,4,1,628098,1
66,1,44929,2,5,2,385324,1
25,1,203026,8,6,6,2873418,1
54,0,199832,9,2,6,1074923,1
46,1,249967,6,2,7,3102963,1
55,0,128142,8,2,2,1304334,1
54,0,47260,7,4,2,308909,1
59,1,140864,2,5,7,2664154,1
17,0,12147,9,0,5,41118,0
29,1,85361,0,7,2,621605,1
71,0,66022,3,6,7,1217812,1
49,1,87990,6,7,6,1367357,1
68,0,179241,7,7,2,2470343,1
29,1,177055,1,9,0,2604826,1
1,0,16789,3,4,0,373047,0
71,1,246361,4,3,4,1498415,1
5,1,161462,2,7,7,3110614,0
49,0,135580,8,8,1,1582445,1
51,1,180904,9,1,4,3386781,1
58,1,233990,8,5,0,2125495,1
75,0,55890,7,8,3,531790,1
62,0,66017,6,1,3,407114,1
23,0,199845,4,0,7,3143506,1
14,1,55406,4,5,1,467639,0
65,1,206126,7,1,3,3573255,1
24,1,109764,3,9,5,1524175,1
64,0,47146,9,6,2,975893,1
44,0,209294,9,2,3,3152885,1
65,1,159805,3,0,5,2705794,1
65,1,112302,8,4,2,1567591,1
20,1,167060,5,4,4,3238374,1
19,1,150824,9,4,1,1888179,1
0,0,80404,2,6,0,1399976,1
75,1,106516,4,2,2,1481623,0
68,1,185207,3,2,5,3026201,1
75,0,67196,3,6,7,330228,0
49,0,70091,2,9,4,691540,1
79,0,128089,6,6,7,2269351,1
28,0,123396,1,1,6,880836,1
56,0,108256,8,4,5,1247787,1
55,0,209121,7,7,5,2597578,1
32,1,206284,9,0,1,3309787,1
73,1,161895,7,5,1,3070507,1
79,0,117791,8,6,3,2115911,1
20,1,116410,6,3,7,1197932,1
19,0,248657,4,5,4,1470343,1
54,0,248692,5,8,2,1990354,1
45,0,127369,9,7,5,1426145,1
13,1,135695,0,0,1,941008,0
58,1,198019,7,0,1,2654554,1
63,1,150179,2,7,7,2320950,1
62,0,128558,0,6,3,2387329,1
14,0,158394,2,4,2,1697633,1
1,1,170014,4,1,5,2445140,0
74,1,150791,4,1,5,2945981,1
49,1,49029,2,0,6,493348,1
55,1,182106,4,3,6,1042764,1
20,1,84099,1,1,0,766072,1
77,1,42376,3,7,1,846329,0
42,0,167921,2,9,3,2977915,1
28,0,113903,8,7,0,797479,1
5,0,217703,0,5,1,3426315,1
74,1,133637,6,2,7,957368,1
33,0,214245,1,3,6,1816080,1
7,1,94085,1,1,1,560036,0
48,1,145453,5,5,4,1847530,1
6,0,209591,2,6,2,1605893,0
3,1,192225,2,1,0,1799084,1
19,0,216063,9,2,7,2136178,1
70,1,19505,5,3,2,299984,0
47,0,240168,6,9,7,3791306,1
79,0,73079,3,1,1,470552,0
77,0,55807,2,1,6,370697,0
74,1,104977,5,6,5,585693,1
1,0,67089,2,3,4,819946,0
5,1,31630,1,3,4,626903,0
32,1,122167,0,4,3,874568,1
8,1,135014,8,9,3,1457589,0
24,0,129547,6,4,0,1907694,1
47,1,150070,3,7,6,1815011,1
39,1,38511,1,3,7,627933,0
32,1,33664,9,1,0,626572,1
12,0,19491,5,5,2,196797,0
24,0,137152,6,9,6,2626790,1
77,0,158279,5,8,2,1182203,1
34,0,107459,7,1,0,1571019,1
21,0,117338,9,1,0,1835742,1
72,0,88177,4,3,0,1667107,1
16,1,81820,0,6,4,1221008,0
78,0,21539,8,6,6,342898,0
13,0,68008,6,1,2,416800,0
53,0,124316,4,1,4,1719244,1
38,0,13190,1,8,3,169206,0
80,1,91099,2,8,5,731504,0
63,0,100365,6,9,1,791919,1
52,0,80248,4,6,3,1271013,1
78,0,151222,0,3,1,1756865,1
5,1,231419,6,1,7,2713259,1
7,0,171887,9,9,0,2158860,0
75,0,248171,4,2,1,3485230,1
79,1,17213,0,2,0,309431,0
36,1,83889,2,7,5,1601765,1
33,1,109270,8,8,4,701490,0
60,0,217866,2,5,2,1159769,1
16,0,189593,4,1,0,2371803,1
61,0,28608,5,6,4,523335,0
61,0,169009,8,1,4,2792334,1
39,0,227410,9,1,7,2780911,1
47,0,248886,7,8,5,1841696,1
54,0,22336,0,7,2,419077,0
80,0,24429,5,2,4,349338,0
56,0,109862,1,9,1,1191643,1
56,0,167217,3,8,0,1433715,1
76,0,120160,0,0,3,1899194,1
65,0,95501,0,7,5,588080,1
69,0,128428,6,2,2,802121,1
56,0,134476,0,8,6,1170717,1
5,1,58137,3,5,3,689841,0
51,0,94433,6,5,4,530837,0
35,0,17065,1,9,5,97195,0
4,1,241075,1,8,0,4182459,0
25,0,99766,2,3,0,518539,0
28,1,207127,6,1,7,2784772,1
45,0,118684,4,4,5,708718,0
23,0,211454,1,8,7,2890655,1
11,1,26043,0,5,3,539910,0
63,0,243144,4,9,4,3160446,1
22,0,167944,9,3,7,1421782,1
71,0,173543,5,9,7,1142172,0
59,1,213299,3,8,3,1970740,1
70,0,179251,2,0,6,1283765,1
23,0,36751,0,3,5,491191,0
14,0,236090,0,5,0,2916974,0
9,1,198206,6,4,1,3576286,0
1,1,229219,3,8,3,2542305,0
10,0,88113,6,7,0,892901,0
20,1,140371,2,4,1,1367983,1
23,1,95283,0,3,6,846558,1
25,1,236639,5,7,1,2127325,1
28,0,146016,9,1,2,691872,1
9,0,41629,6,1,0,417917,0
25,0,194704,6,2,3,1981608,1
70,1,159594,4,4,5,1588905,1
52,0,131187,6,5,5,1102067,1
17,1,92793,7,4,3,1615785,0
6,1,240159,1,3,2,4078164,0
61,1,182988,9,1,2,2419564,1
73,1,183559,1,2,7,1393772,1
65,1,28976,7,5,6,505809,1
9,0,25401,1,8,5,305303,0
40,0,146262,3,7,4,1077306,1
59,1,214580,7,4,1,1973470,1
27,1,55771,1,2,4,688422,1
9,1,175542,9,0,3,1843518,0
60,1,234393,5,2,1,3808611,1
64,0,89360,3,5,6,1325668,0
16,0,235121,8,0,4,1365177,0
63,0,224608,4,2,0,3522480,1
68,1,50477,6,7,3,346233,0
0,1,49267,1,7,1,957041,0
73,1,116538,2,1,0,1887769,1
31,1,201375,0,3,2,3083429,1
52,1,24855,3,6,5,408832,0
10,0,100410,1,9,4,1893501,0
77,1,65897,1,0,1,833816,0
69,0,229612,3,7,2,3333688,1
25,1,48677,1,5,1,852272,1
46,0,55784,0,7,0,455963,1
76,0,36708,2,9,6,308253,0
53,1,65673,6,7,0,554522,1
9,0,137818,6,6,2,2731472,1
28,1,106494,5,3,2,1689801,1
57,1,150497,4,4,7,1670318,1
2,0,60411,2,0,3,383886,0
61,1,246436,4,7,6,1428025,1
3,0,61883,8,7,0,914627,0
51,1,180491,1,4,6,2563902,1
76,1,84495,2,6,3,1522966,1
76,0,43012,8,3,0,422046,0
13,0,64639,6,5,7,444503,0
12,1,219658,8,7,5,4272030,1
2,0,15387,9,8,5,226952,0
61,0,141632,6,4,2,1863419,1
22,1,124476,0,5,3,1785006,1
45,1,225288,0,4,0,3052690,1
53,1,248904,7,8,5,3844741,1
72,1,189000,9,3,2,1752034,1
47,0,24963,1,3,3,491621,0
35,1,57598,4,8,0,851686,1
56,0,139994,3,9,6,2411248,1
75,1,185635,5,2,2,1698215,1
15,0,75548,3,9,5,531341,0
64,1,217922,5,9,0,3672667,1
67,0,194983,5,9,2,1358522,1
74,1,138701,9,3,7,1329687,1
11,0,146984,8,4,2,1861522,0
13,0,104488,7,0,1,1197525,0
8,1,226669,0,3,3,1509262,1
57,0,60575,0,8,7,291541,0
54,0,169815,0,5,3,2099284,1
22,1,10909,2,5,2,10000,0
80,0,173030,5,0,0,1484520,1
18,1,179708,2,9,2,2585446,1
59,0,35651,1,8,5,553563,0
46,1,178678,1,5,6,3283738,1
30,0,242505,9,1,5,3652952,1
36,0,97793,4,5,2,1520436,1
8,0,39545,2,6,7,627050,0
23,0,227529,5,2,5,1354271,1
71,1,214829,3,9,2,1682565,1
8,0,212566,6,4,4,3443938,0
51,1,224178,2,2,0,3226967,1
31,1,228194,9,6,0,1536133,1
14,1,190467,2,9,5,1762499,1
50,0,12015,9,3,1,62894,0
12,0,232283,7,2,5,2341588,0
44,1,70653,1,3,5,1170139,1
43,0,245068,5,2,1,2239334,1
1,0,160616,5,7,0,2071358,0
53,0,97228,4,3,3,1650790,1
14,1,67893,1,5,4,1256638,0
77,0,127928,1,0,0,1059753,1
51,1,55798,6,7,6,634135,0
37,0,106099,2,6,7,696562,0
12,0,212107,6,5,6,2017011,0
9,0,160714,1,7,3,1737314,0
57,0,129694,2,7,1,2612644,1
38,0,145374,0,4,0,1100185,1
49,1,106213,5,4,1,1459525,1
20,0,115736,1,5,2,1051988,1
55,0,121573,6,2,1,749580,1
68,1,219699,8,1,5,1515245,1
12,0,198992,9,9,7,2772431,0
32,0,44600,0,6,2,471770,1
64,1,106324,9,6,2,2029587,1
2,0,224674,0,1,5,2835738,0
59,1,211123,3,3,6,2211908,1
42,0,173377,8,8,4,2824310,1
23,0,144847,4,4,3,773111,1
75,0,138381,1,0,6,1673607,1
73,0,235977,9,8,7,2024760,1
52,0,69949,2,0,5,1392866,1
16,0,58458,0,6,1,445816,0
26,0,41533,4,9,7,388870,1
18,1,160188,3,1,0,2473303,1
43,1,54458,3,2,4,851092,0
76,0,232396,1,7,1,1539980,1
41,0,224840,4,6,7,1989934,1
6,0,176866,7,4,1,2119433,0
32,1,185183,8,6,2,1058270,1
47,1,234749,5,6,5,3051340,1
5,0,112192,2,7,0,1016886,0
68,0,84723,4,7,7,971181,0
38,1,16083,4,3,4,224226,0
42,1,160594,9,0,2,1253086,1
68,1,24260,1,1,5,240267,0
73,0,248569,8,6,3,3708505,1
58,1,243984,8,0,6,4468940,1
60,0,189065,8,6,7,3223911,1
47,0,117990,9,3,7,1615706,1
25,0,146313,4,1,6,1368542,0
59,0,193744,0,8,2,3778016,1
43,1,227420,1,7,2,4116687,1
32,0,180308,2,3,3,1007176,1
76,1,133351,2,0,6,684690,1
33,0,62635,1,6,3,340740,1
68,1,157522,2,9,4,2831092,1
55,0,27158,5,1,1,349522,0
68,1,249073,6,8,6,2030459,1
32,0,98263,8,5,4,1737585,0
41,1,47696,8,7,0,793621,1
50,1,175335,9,9,6,3359660,1
72,0,76433,1,6,2,679677,1
38,1,110819,2,9,1,1901949,1
18,1,95481,1,9,1,1546832,1
67,1,205667,4,8,5,3193826,1
7,0,158190,6,4,6,1420342,0
36,1,168278,7,9,7,2709133,1
31,0,112565,0,2,4,1874426,1
63,1,110931,6,2,6,1543738,1
18,0,48165,0,6,5,246466,1
7,1,126625,3,0,7,2145108,1
4,0,66911,4,5,0,1182680,0
32,0,232353,5,4,4,4113404,1
40,0,153181,4,7,1,1413740,1
15,1,158112,3,2,4,2955842,0
32,0,95205,7,5,4,1397772,1
38,0,89459,6,9,1,552650,1
66,0,232182,3,7,3,2270801,1
76,1,32113,6,7,5,366021,0
48,0,77507,0,8,2,1116585,1
76,0,19340,1,4,6,165257,0
68,0,47405,2,8,0,534342,0
15,0,220126,2,3,3,3599961,0
35,1,29977,0,3,0,602868,1
29,0,43617,7,0,5,650697,1
73,1,17032,3,4,5,131745,0
79,1,14576,7,8,6,66671,0
46,1,47763,1,0,3,548320,0
73,1,233070,5,7,7,4514254,1
18,0,177207,2,7,5,1214768,1
54,0,78304,5,2,4,1570500,1
71,0,97897,1,4,0,999868,0
18,1,11095,6,0,2,11901,0
50,1,41153,9,3,3,602500,1
64,1,91144,3,3,4,1200593,1
60,1,162645,6,8,0,2212417,1
70,0,18625,0,7,2,130895,0
61,1,119084,2,9,0,2150658,1
73,0,31604,3,4,4,541026,0
71,1,241704,4,6,6,3473032,1
45,1,240796,5,7,4,1358459,1
3,1,191762,3,7,4,3623474,0
56,1,246502,8,9,6,2242940,1
25,0,236022,9,1,0,1372267,1
58,1,199313,8,5,4,3815655,1
16,1,216502,4,1,7,3462137,0
10,0,144955,1,5,4,1876750,0
62,0,153360,5,4,4,1120909,1
12,0,138554,4,3,2,1679378,1
15,1,239766,8,3,0,4497698,0
59,1,148706,9,6,5,1759331,1
79,1,205964,2,0,7,2721333,1
17,1,237966,4,4,6,2321229,0
39,0,96928,6,6,0,1365988,1
3,0,137219,9,9,3,1523046,0
30,0,79109,5,3,7,1291989,1
61,1,140288,5,8,4,1747834,1
27,0,24716,2,8,2,413692,0
50,0,77638,4,1,7,1241718,1
79,0,233734,2,4,2,2604948,1
66,0,200208,5,1,3,3110686,1
44,0,102508,5,3,4,1211068,1
19,0,131906,6,5,5,1240451,1
39,0,198883,4,9,4,3471310,1
5,0,18630,7,1,7,222690,0
16,0,109767,0,9,1,851596,0
28,1,78259,7,3,1,604021,1
79,1,210798,6,8,4,3665284,1
67,1,179564,6,0,2,1276175,1
52,1,38930,2,3,5,663160,1
40,1,69980,6,9,7,1064616,1
7,1,61667,2,5,2,800849,0
7,0,93038,1,7,5,1341280,0
40,1,127217,2,5,0,1789303,1
24,1,136417,0,7,4,1991074,1
1,1,174762,3,2,2,1067730,0
71,1,184981,7,1,2,2686786,1
2,1,102307,9,6,6,1497664,0
60,0,105687,6,6,7,1838561,1
62,0,141565,6,0,0,2398652,1
6,0,137424,8,3,5,1193838,0
34,0,89303,0,5,3,1350178,1
62,1,91214,0,0,3,1469805,1
38,0,46163,3,5,4,304999,0
74,1,195248,2,1,6,3167581,1
78,1,215582,8,9,4,4081582,1
35,0,117983,2,1,0,1259350,1
79,1,113157,4,4,7,2134987,0
74,1,217836,8,9,5,4148883,1
51,0,154345,6,2,5,3033966,1
70,1,80649,7,5,3,716042,0
53,0,245561,2,6,0,3591737,1
18,1,198213,3,3,2,2610367,1
67,0,32462,3,0,2,144144,0
1,1,89364,1,5,0,1063687,0
8,0,183717,6,4,0,2021077,0
9,1,245837,9,0,1,4724178,0
50,1,54028,0,0,1,429391,1
69,0,175229,6,7,6,2903538,0
53,0,184942,1,8,4,2759216,1
17,1,20599,7,2,3,210681,0
50,0,190564,0,4,6,1093940,1
9,1,93211,1,8,4,562116,0
16,1,214580,9,9,2,1426190,0
76,0,160943,6,1,1,2231018,1
80,1,27920,4,1,1,121629,0
55,1,138676,7,3,3,2522168,1
11,0,24633,4,8,3,443265,0
14,0,214249,5,6,4,2798730,0
5,1,231902,2,0,7,2148718,0
31,0,184138,3,7,5,3494407,1
14,0,227986,3,0,0,1918986,0
27,1,110061,1,1,7,504485,1
39,0,59063,2,1,1,356563,1
58,1,80283,1,4,3,366731,1
70,1,39877,7,4,4,631391,0
47,1,142818,7,0,1,801735,1
8,0,97695,2,0,4,1574828,0
60,1,171577,5,5,6,1074707,1
68,0,103948,1,1,0,1775049,1
8,1,131173,0,2,2,1052781,0
66,0,45497,5,5,7,947634,1
2,0,219496,9,4,1,3555276,0
23,1,102680,5,5,2,1187574,1
69,0,165021,1,6,6,1039095,1
74,0,155265,7,4,6,2132776,1
79,0,162281,7,6,2,3204342,1
70,1,73083,1,2,0,923853,1
18,0,18744,2,1,6,228581,1
5,0,143332,9,7,7,2242474,0
70,1,234690,2,9,6,1622078,1
29,1,203065,5,9,0,1797871,1
76,0,163047,2,7,7,2414128,1
43,1,228303,1,6,7,2169564,1
23,0,175458,0,1,4,2794908,1
23,1,218574,5,0,3,2339135,1
13,0,182700,5,8,1,1368131,0
43,0,57650,6,3,7,697951,1
2,1,230868,5,6,2,2830445,0
57,1,135607,8,9,0,901978,1
7,0,41655,0,2,7,453917,0
78,1,15914,7,2,1,80028,0
45,1,136599,7,5,3,1277184,1
48,0,148482,5,4,0,1662372,1
7,0,128998,8,3,6,1981712,0
52,0,50318,6,3,1,608207,0
44,1,114679,7,7,7,1826922,1
46,0,139493,1,7,7,1713073,1
43,0,234582,5,1,7,3841094,1
20,0,172182,0,1,6,926285,1
79,1,96261,6,0,0,741479,0
50,1,14746,1,9,4,175447,1
56,0,98913,8,8,3,834247,0
36,1,27862,7,5,5,361609,0
30,0,118007,0,3,7,2293668,1
36,0,69945,5,8,7,741968,1
68,1,13869,5,7,1,162881,0
14,1,33446,1,3,0,374662,0
13,1,213755,5,5,4,2806177,0
52,1,92238,8,8,5,1848436,1
41,1,40916,1,0,2,334143,1
66,1,171940,7,2,6,1610314,1
27,1,39265,1,4,3,635678,1
62,0,182438,3,1,6,3044741,1
27,0,223605,3,7,3,2481354,1
36,0,236824,5,1,6,2569718,1
71,1,216040,0,9,1,2347586,1
19,0,185150,7,7,2,1925785,1
77,1,233717,7,0,0,4528778,1
51,1,92015,8,6,7,821321,1
21,0,49328,8,2,2,680122,1
10,0,231273,2,1,6,3943843,0
56,0,231281,9,9,5,2225483,1
20,0,106299,8,6,6,1211715,1
3,1,102019,9,3,4,723335,0
7,1,22809,6,5,4,142569,0
27,1,42009,7,2,2,507355,1
30,1,42274,6,9,4,603945,1
76,0,211610,8,5,3,3936778,1
21,1,204422,3,3,4,1690735,1
11,1,207626,5,2,2,1895073,0
56,0,173947,8,8,5,2186989,1
39,0,13809,1,5,7,213980,0
18,1,111350,9,9,6,1469489,1
80,1,27300,8,4,6,430047,0
50,0,31424,0,8,1,190979,0
71,1,249359,0,6,2,3016330,1
12,0,82302,0,0,3,1071405,0
75,1,143624,4,2,4,1051837,1
80,1,20523,4,2,0,376905,0
24,1,244799,4,3,0,3936380,1
25,0,147877,5,7,1,939438,1
58,1,25701,9,8,3,252783,0
51,1,108841,8,6,3,730413,0
34,0,28740,8,4,0,205490,0
51,1,204159,6,6,6,906848,1
43,1,30229,5,8,0,354800,1
39,1,213643,0,4,3,3165736,1
43,0,195888,9,7,3,2973922,1
66,0,59116,5,9,3,814437,0
31,0,37452,3,4,7,365881,0
26,1,12365,2,1,2,144379,1
29,0,118336,2,8,1,1243611,1
65,1,52595,6,0,6,850580,1
20,1,47924,4,8,4,559122,0
77,1,234647,2,2,4,1933324,1
70,0,115209,0,5,7,2049018,0
62,1,34578,2,0,2,457805,1
75,0,207745,5,9,0,1038465,1
12,1,176000,9,4,7,3239611,0
5,1,35816,9,8,5,331968,0
55,1,173819,1,5,3,873634,1
20,0,205147,2,8,1,2151790,1
47,0,182109,8,2,6,2696859,1
1,0,138359,8,8,6,737166,0
11,0,234402,1,5,3,1566479,0
37,0,149248,3,5,5,815017,1
11,0,30323,5,4,3,474048,0
51,1,123415,9,8,7,2192637,1
59,0,231666,8,0,1,2220558,1
4,0,103708,5,7,3,819347,0
23,1,166837,9,9,3,1738979,1
49,1,111206,0,5,6,1891085,1
52,0,72040,1,6,4,1151846,1
48,1,177644,8,4,0,2433326,1
76,0,138391,8,5,7,1419435,1
10,0,169487,7,0,4,1839356,1
16,0,206480,3,5,1,3052402,1
62,1,200388,1,2,0,1587480,1
33,1,131327,1,3,3,1246634,1
77,0,163144,6,1,3,2458323,1
22,1,163650,8,6,1,2773610,1
56,1,143315,2,0,7,2408285,1
51,1,147625,5,0,1,1535376,1
79,1,224096,1,0,2,3471080,1
47,1,186392,4,8,1,1083001,1
33,1,76697,9,3,4,763540,1
45,0,236914,6,6,7,4483413,1
15,1,170230,6,6,5,2972353,0
62,1,146666,0,6,1,1880549,1
33,1,27675,8,0,1,411398,0
44,1,17394,9,0,1,241216,0
4,1,230511,5,8,1,1276457,0
9,1,192631,4,4,1,2426602,1
22,1,106707,4,7,6,1707179,1
22,1,143071,6,0,7,1356212,1
59,0,41153,2,8,3,428291,1
47,1,114509,2,6,4,1299413,1
38,0,128943,2,4,5,1400228,1
54,1,217888,0,8,2,2893786,1
27,0,73146,1,0,0,1080260,1
59,1,45577,9,9,6,579472,1
1,1,99062,8,8,1,1246825,0
44,1,169562,4,3,5,2483800,1
33,0,58581,3,6,2,822056,1
41,0,237706,2,2,3,1755848,1
4,1,114987,9,4,3,1972701,0
14,0,98495,1,2,0,1323906,0
25,0,43719,8,7,1,727418,1
76,0,147727,4,1,4,2763609,1
11,1,82115,1,3,7,467105,0
35,1,124679,5,5,2,1613417,1
75,1,195668,3,1,4,2669563,1
34,0,74325,9,1,3,1359073,1
53,0,197306,5,7,7,2165180,1
2,0,79715,5,9,4,1592458,0
5,1,33434,9,2,5,325490,0
34,0,84965,5,6,2,586863,1
36,0,107805,0,5,3,1042638,1
28,0,18733,3,6,4,152561,1
14,0,61458,5,2,5,639416,0
47,0,174164,7,7,7,1201893,1
15,0,59997,5,4,7,884895,0
35,1,83551,8,1,2,945967,1
9,0,14131,9,1,4,172306,0
12,1,19470,2,8,3,285523,0
69,1,112466,4,1,1,2140313,1
26,0,176471,0,8,0,1079311,1
21,0,118806,9,9,6,1179069,1
24,1,123843,9,3,0,1812587,1
44,0,32161,8,4,7,472863,0
80,1,19797,2,5,6,291226,0
28,1,92104,3,9,4,930128,1
69,1,192698,2,7,1,2971926,1
47,0,89322,6,5,0,1473423,1
74,1,76151,3,9,2,1408443,1
7,1,10944,8,2,7,91680,0
23,1,169186,2,2,2,2852995,1
47,0,14263,7,5,0,398189,0
62,0,178050,3,7,3,1599475,1
6,1,64607,1,4,5,695231,0
56,0,180231,3,0,3,1878315,1
41,0,113170,8,5,6,1473046,1
20,1,169028,7,7,0,2370559,1
48,1,130454,0,5,1,1575629,1
5,0,132694,8,4,4,2613739,0
29,0,118500,9,8,2,2416335,1
4,1,186571,6,6,5,1408252,0
44,1,196148,9,1,4,3017492,1
5,1,195022,6,3,6,1646595,0
31,1,57857,5,5,7,542800,1
21,1,121706,7,9,0,1267277,1
80,0,169262,8,2,7,1007225,1
